"""company""","""creation_date""","""approve_date""","""closed_date""","""po_no""","""po_status""","""line_num""","""line_type""","""item_number""","""item_description""","""inventory_type""","""main_category""","""group_category""","""sub_group_category""","""sub_sub_group_category""","""uom""","""buyer_name""","""vendor_no""","""vendor_name""","""payment_term""","""vendor_site_code""","""closed_code""","""header_cancel""","""line_cancel""","""quantity_received""","""quantity_accepted""","""quantity_rejected""","""quantity_cancelled""","""currency_code""","""rate""","""quantity""","""unit_price""","""amount""","""amount_egp"""
EMAS,2019-01-20 00:00:00,,,190056,Rejected,1,Direct,,"Axial cooling air fan, up to 5 (cubic M/ sec), and up to 90 CM diameter, with complete base fram (hight not more than 80 cm), with EUROPEAN motor  380 V, 50 Hz, code: PBT/4-630.",,,,Axial cooling fan,,Each,Buyer_06,9072,Vendor_053,14 days,Site_051,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,8000,80000,80000
EGYLUX,2019-01-20 00:00:00,2019-02-06 00:00:00,2019-03-12 14:20:55,190057,Approved,1,Goods,4100102187,"Screw, hexagon head, M20X225, steel grade 8.8, DIN 931, for lamella of crusher apron feeder",Spare parts,Mechanical items,Fasteners,Screw for lamella.,,Each,Buyer_05,9108,Vendor_072,14 days,Site_093,CLOSED,Canceled,Canceled,0,0,0,150,EGP,1,0,45,0,0
ESCC,2019-01-19 00:00:00,2019-01-23 00:00:00,2019-10-01 14:38:27,190053,Approved,1,Goods,4010101651,"Brick, type B622, Magnesite spenal ,sintred spinel,Mgo=85%,Al2O3=9-12%,Fe2O3=0.5%,For lower and upper transition zoon ( VDZ shape )",Refractory,Refractory,Refractory,Bricks,,Each,Buyer_04,9060,Vendor_015,,Site_033,CLOSED,Valid,Valid,16500,16500,0,0,EUR,20.5,16500,13.01,214665,4400632.5
EGYLUX,2019-01-19 00:00:00,2019-01-23 00:00:00,2019-10-01 14:38:27,190053,Approved,2,Goods,4010101652,"Brick, type B322, Magnesite spenal ,sintred spinel,Mgo=85%,Al2O3=9-12%,Fe2O3=0.5%,For lower and upper transition zoon ( VDZ shape )",Refractory,Refractory,Refractory,Bricks,,Each,Buyer_04,9060,Vendor_015,,Site_033,CLOSED,Valid,Valid,5500,5500,0,0,EUR,20.5,5500,13.01,71555,1466877.5
ESCC,2019-01-19 00:00:00,2019-01-23 00:00:00,2019-10-01 14:38:27,190053,Approved,3,Goods,4010101653,"Brick, type BP22, Magnesite spenal ,sintred spinel,Mgo=85%,Al2O3=9-12%,Fe2O3=0.5%,For lower and upper transition zoon",Refractory,Refractory,Refractory,Bricks,,Each,Buyer_04,9060,Vendor_015,,Site_033,CLOSED,Valid,Valid,200,200,0,0,EUR,20.5,200,11.19,2238,45879
ESCC,2019-01-19 00:00:00,2019-01-23 00:00:00,2019-10-01 14:38:27,190053,Approved,4,Goods,4010101654,"Brick, type BP+22, Magnesite spenal brick,sintred spinel,Mgo=85%,Al2O3=9-12%,Fe2O3=0.5%,For lower and upper transition zoon",Refractory,Refractory,Refractory,Bricks,,Each,Buyer_04,9060,Vendor_015,,Site_033,CLOSED,Valid,Valid,350,350,0,0,EUR,20.5,350,14.42,5047,103463.5
ESCC,2019-01-19 00:00:00,2019-01-23 00:00:00,2019-10-01 14:38:27,190053,Approved,5,Goods,4010101659,"Brick, type B622L300, Magnesite spenal ,sintred spinel,Mgo=85%,Al2O3=9-12%,Fe2O3=0.5%,For lower and upper transition zoon",Refractory,Refractory,Refractory,Bricks,,Each,Buyer_04,9060,Vendor_015,,Site_033,CLOSED,Valid,Valid,469,469,0,0,EUR,20.5,469,19.71,9243.99,189501.8
EGYLUX,2019-01-19 00:00:00,2019-01-23 00:00:00,2019-10-01 14:38:27,190053,Approved,6,Goods,4010101660,"Brick, type B322L300, Magnesite spenal ,sintred spinel,Mgo=85%,Al2O3=9-12%,Fe2O3=0.5%,For lower and upper transition zoon",Refractory,Refractory,Refractory,Bricks,,Each,Buyer_04,9060,Vendor_015,,Site_033,CLOSED,Valid,Valid,134,134,0,0,EUR,20.5,134,19.71,2641.14,54143.37
ESCC,2019-01-19 00:00:00,2019-01-23 00:00:00,2019-10-01 14:38:27,190053,Approved,7,Goods,4010101661,"Brick, type BP22L300, Magnesite spenal ,sintred spinel,Mgo=85%,Al2O3=9-12%,Fe2O3=0.5%,For lower and upper transition zoon",Refractory,Refractory,Refractory,Bricks,,Each,Buyer_04,9060,Vendor_015,,Site_033,CLOSED,Valid,Valid,10,10,0,0,EUR,20.5,10,16.95,169.5,3474.75
ASF,2019-01-19 00:00:00,2019-01-23 00:00:00,2019-10-01 14:38:27,190053,Approved,8,Goods,4010101662,"Brick, type BP+22L300, Magnesite spenal brick,sintred spinel,Mgo=85%,Al2O3=9-12%,Fe2O3=0.5%,For lower and upper transition zoon",Refractory,Refractory,Refractory,Bricks,,Each,Buyer_04,9060,Vendor_015,,Site_033,CLOSED,Valid,Valid,10,10,0,0,EUR,20.5,10,21.85,218.5,4479.25
EGYLUX,2019-01-17 00:00:00,2019-08-06 00:00:00,2019-08-29 11:48:31,190042,Approved,1,Goods,5060204121,"Helmet""PELTOR"", colour white, Model G3000 UVICATOR, according to EN 397.",Safety,Safety,Safety,Helmets,,Each,Buyer_06,9024,Vendor_169,21 days,Site_059,CLOSED,Valid,Valid,30,30,0,0,EGP,1,30,220,6600,6600
ASF,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-03-04 11:05:38,190043,Approved,1,Goods,3021405369,"Bearing unit, SY 55 TF, consists of housing  SY 511 U/VA228 and bearing  YAR 211-2FW/VA228",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9079,Vendor_111,30 days,Site_046,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,3405,10215,10215
ESCC,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-04-07 12:58:55,190044,Approved,1,Goods,3051401079,"Idler, rubber disc type PSV/1, 20F14, 133 NL, 958, supplier Rulmeca.",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9061,Vendor_158,14 days,Site_081,CLOSED,Valid,Valid,50,50,0,0,EGP,1,50,690,34500,34500
EMAS,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-04-14 11:12:13,190045,Approved,1,Goods,3052801023,"Ring, locating, FRB 9/90",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,47.24,94.48,94.48
ESCC,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-04-14 11:12:13,190045,Approved,2,Goods,3010901037,"Seal, for bearing housing, TSN 516 G",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,202.43,809.72,809.72
ASF,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-04-14 11:12:13,190045,Approved,3,Goods,3010901039,"Seal, for bearing housing, TSN 518 A",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,346.01,1384.04,1384.04
ASF,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-04-14 11:12:13,190045,Approved,4,Goods,3020408409,"Bearing, 6201-2RS",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,30,300,300
EGYLUX,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-04-14 11:12:13,190045,Approved,5,Goods,3020408410,"Bearing, 6203-2RS",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,6,6,0,0,EGP,1,6,40,240,240
EMAS,2019-01-17 00:00:00,2019-06-16 00:00:00,2019-12-23 12:17:17,190046,Approved,1,Goods,3051403990,"Idler, cylinder dimensions 89x1100 mm, shaft dimensions 20x1168 mm, ch. 14 mm, according to Escc dwg. No. 0001938, for dosax weight feeder, for raw mill feed and cement mill feed area",Spare parts,Belt conveyor,Belt conveyors,Idlers for rubber belt.,,Each,Buyer_05,9034,Vendor_064,14 days,Site_045,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,565,5650,5650
EGYLUX,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-03-04 15:13:32,190047,Approved,1,Goods,3053200959,"Sleeve, adapter, H310",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,Immediate,Site_061,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,200,400,400
ASF,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-03-04 15:13:32,190047,Approved,2,Goods,3020900778,"Bearing, 22210 EK/C3",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,Immediate,Site_061,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,625,1250,1250
ESCC,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-03-04 15:13:32,190047,Approved,3,Goods,3020900786,"Bearing, 22216 EK",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,Immediate,Site_061,CLOSED,Valid,Valid,6,6,0,0,EGP,1,6,1325,7950,7950
EMAS,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-03-04 15:13:32,190047,Approved,4,Goods,3020411339,"Bearing, 6206 2Z C3",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,Immediate,Site_061,CLOSED,Valid,Valid,6,6,0,0,EGP,1,6,60,360,360
ESCC,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-04-14 11:16:56,190048,Approved,1,Goods,3020306228,"Bearing, NU 208 EC-C3",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9034,Vendor_064,30 days,Site_045,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,420,840,840
ESCC,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-03-04 15:14:46,190049,Approved,1,Goods,3020909894,"Bearing, 22217 EK",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,30 days,Site_061,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,1550,3100,3100
EMAS,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-03-04 11:05:38,190050,Approved,1,Goods,3010910109,"Seal, for bearing housing, TSN 517 L",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9079,Vendor_111,30 days,Site_046,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,220,880,880
EGYLUX,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-03-04 11:05:38,190051,Approved,1,Goods,3010901033,"Seal, for bearing housing, TSN 511 ND",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9079,Vendor_111,30 days,Site_046,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,160,640,640
ESCC,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-06-20 10:56:39,190052,Approved,1,Goods,3053200960,"Sleeve, adapter, H311",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,30 days,Site_061,CLOSED,Valid,Valid,6,6,0,0,EGP,1,6,200,1200,1200
ASF,2019-01-17 00:00:00,2019-02-06 00:00:00,2019-06-20 10:56:39,190052,Approved,2,Goods,3020900780,"Bearing, 22211 EK/C3",Spare parts,Bearings,Bearings,Bearing PR.,,Each,Buyer_01,9036,Vendor_084,30 days,Site_061,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,700,2800,2800
ESCC,2019-01-16 00:00:00,2019-03-03 00:00:00,2019-08-04 15:06:44,190031,Approved,1,Goods,3030710456,"Complete Helical Geared motor Flange mount M0822 MMR Ratio 20/1 with motor 7.5Kw 132 , B5 Frame , 4Pole equivalent to SEW  type RF87 AR132S/M/WEX /113GD M3GP132SMD4.",Spare parts,Mechanical items,mechanical items for clinker production area (400),Geared Motor,,Each,Buyer_06,9139,Vendor_154,60 days,Site_074,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,43309,43309,43309
EMAS,2019-01-16 00:00:00,2019-09-11 00:00:00,2019-10-13 12:39:27,190032,Approved,1,Goods,3110200002,"Air service unit, consists of oil lubricator, water trap and regulator, size 1-2 in",Spare parts,Mechanical items,Mechanical Miscellaneous,Air service unit,,Each,Buyer_03,9091,Vendor_113,14 days,Site_071,CLOSED,Canceled,Canceled,0,0,0,5,EGP,1,0,500,0,0
EMAS,2019-01-16 00:00:00,2019-06-16 00:00:00,2019-09-17 16:28:20,190033,Approved,1,Goods,3021608682,"Bearing, spherical plain, type SKF GE 240 ES-2RS, for Oil and air connection of atox mill",Spare parts,Bearings,Bearings,Bearing for atox mill.,,Each,Buyer_01,9079,Vendor_111,30 days,Site_046,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,50000,100000,100000
EMAS,2019-01-16 00:00:00,2019-03-03 00:00:00,2019-12-22 16:33:47,190034,Approved,1,Goods,3051101952,"Hose, stainless steel, d=40 mm,L=5.0 m,PN 25, with two flangs dwg.no. 7.000227, size 40 mm, for Oil/Gas firing equipment of 431.BU510",Spare parts,Mechanical items,mechanical items for clinker production area (400),Hose for kiln burner.,,Each,Buyer_01,9104,Vendor_076,Immediate,Site_106,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1250,1250,1250
EGYLUX,2019-01-16 00:00:00,2019-02-06 00:00:00,2019-03-04 10:32:12,190035,Approved,1,Goods,3010911343,"Seal, oil, BASL 150X180x12",Spare parts,Mechanical items,Mechanical Miscellaneous,Oil seal for gearbox of b. conveyor 241-BC100.,,Each,Buyer_01,9074,Vendor_110,Immediate,Site_097,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,124,248,248
ESCC,2019-01-16 00:00:00,2019-02-06 00:00:00,2019-09-19 16:06:34,190037,Approved,1,Goods,3010900627,"Seal, oil, 130x160x15",Spare parts,Mechanical items,Mechanical Miscellaneous,Oil Seal.,,Each,Buyer_01,9079,Vendor_111,30 days,Site_046,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,120,480,480
EGYLUX,2019-01-16 00:00:00,,,190038,Rejected,1,Goods,3010606073,"O-ring, 8 mm, material VITON 70 Shore A",Spare parts,Mechanical items,Mechanical Miscellaneous,O - Ring.,,Meter,Buyer_01,9074,Vendor_110,30 days,Site_097,OPEN,Valid,Valid,0,0,0,0,EGP,1,30,130,3900,3900
EGYLUX,2019-01-16 00:00:00,2019-03-03 00:00:00,2019-06-10 12:58:49,190039,Approved,1,Goods,3050306190,"Ring, positioning, dwg. No. 3.133495, material no.: 1.7225 ( 42CrMo4 ), SPL 50030850, item no. 05.01.03.03, for bearing arrangement, for air separator, for atox raw mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Bushings for air separator of Atox mill.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,4800,9600,9600
EMAS,2019-01-16 00:00:00,2019-03-03 00:00:00,2019-06-10 12:58:49,190039,Approved,2,Goods,3050306191,"Ring, wear, dwg. No. 3.133496, material no.: 1.7225 ( 42CrMo4 ), SPL 50030850, item no. 05.01.03.12, for bearing arrangement, for air separator, for atox raw mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Bushings for air separator of Atox mill.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,4500,9000,9000
EMAS,2019-01-16 00:00:00,2019-06-16 00:00:00,2020-03-18 16:49:19,190040,Approved,1,Goods,3130106596,"Module, for compressor ZE4 ? S90480201, Atlas copco",Spare parts,Electrical items,Instrumentation,Spare parts for compressors ZE4,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,26732,26732,26732
EGYLUX,2019-01-16 00:00:00,2019-06-16 00:00:00,2020-03-18 16:49:19,190040,Approved,2,Goods,3130106597,"Expansion module, for compressor ZE4 ? S90480201, Atlas copco",Spare parts,Electrical items,Instrumentation,Spare parts for compressors ZE4,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,18453,18453,18453
ESCC,2019-01-16 00:00:00,2019-06-16 00:00:00,2020-03-18 16:49:19,190040,Approved,3,Goods,3130206598,"Micromaster, for compressor ZE4 ? S90480201, Atlas copco",Spare parts,Electrical items,Instrumentation,Spare parts for compressors ZE4,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,58828,58828,58828
ASF,2019-01-16 00:00:00,2019-06-16 00:00:00,2020-03-18 16:49:19,190040,Approved,4,Goods,3130206599,"Pressure Sensor Oil, for compressor ZE4 ? S90480201, Atlas copco",Spare parts,Electrical items,Instrumentation,Spare parts for compressors ZE4,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,4675,4675,4675
EGYLUX,2019-01-16 00:00:00,2019-06-16 00:00:00,2020-03-18 16:49:19,190040,Approved,5,Goods,3130206600,"Pressure Sensor Air, for compressor ZE4 ? S90480201, Atlas copco",Spare parts,Electrical items,Instrumentation,Spare parts for compressors ZE4,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,4607,4607,4607
ESCC,2019-01-16 00:00:00,2019-06-16 00:00:00,2020-03-18 16:49:19,190040,Approved,6,Goods,3130206601,"Pressure Sensor IC, for compressor ZE4 ? S90480201, Atlas copco",Spare parts,Electrical items,Instrumentation,Spare parts for compressors ZE4,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,4777,4777,4777
EMAS,2019-01-16 00:00:00,2019-06-16 00:00:00,2020-03-18 16:49:19,190040,Approved,7,Goods,3130206602,"Temperature sensor, for compressor ZE4 ? S90480201, Atlas copco",Spare parts,Electrical items,Instrumentation,Spare parts for compressors ZE4,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1266,1266,1266
EMAS,2019-01-16 00:00:00,2019-06-16 00:00:00,2020-03-18 16:49:19,190040,Approved,8,Goods,3040206604,"Load / No Load Regulation valve, for compressor ZE4 ? S90480201, Atlas copco",Spare parts,Electrical items,Instrumentation,Spare parts for compressors ZE4,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,17884,17884,17884
ESCC,2019-01-16 00:00:00,,,190041,Rejected,1,Goods,3130201303,"Sensor, temperature sensor, part no. 1089057412, for air compressor GA110W-7.5,GA110W-8.5 and GA132W-8.5, Atlas Copco.",Spare parts,Electrical items,Instrumentation,Spare parts for compressors.,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,1249,2498,2498
ASF,2019-01-16 00:00:00,,,190041,Rejected,2,Goods,3130201304,"Sensor, temperature sensor, part no. 1089057445, for air compressor GA110W-7.5,GA110W-8.5 and GA132W-8.5, Atlas Copco.",Spare parts,Electrical items,Instrumentation,Spare parts for compressors.,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,3816,7632,7632
EMAS,2019-01-16 00:00:00,,,190041,Rejected,3,Goods,3130201305,"Sensor, temperature sensor, part no. 1089057470, for air compressor GA22+-8.5 and GA18+-8.5 and GA132W-8.5, Atlas Copco.",Spare parts,Electrical items,Instrumentation,Spare parts for compressors.,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,1266,1266,1266
EMAS,2019-01-15 00:00:00,2019-06-16 00:00:00,2020-01-02 15:02:34,190025,Approved,1,Goods,3082604987,"Transformer, oil immersed transformer, type MF717, 1500ToRo11-2x0.725, S.N 100709-1, rated capacity 1500KVA, rated voltage 11000-2x725V, connection Dy11-d0, rated current 78.7-2x597, 50Hz, cool type ONAN, for 331FN400 and 431MD140, ABB. ",Strategic,Transformers,Transformers,,,Each,Buyer_04,9037,Vendor_078,,Site_061,CLOSED,Valid,Valid,1,1,0,0,EUR,20.5,1,31700,31700,649850
EMAS,2019-01-15 00:00:00,2019-01-16 00:00:00,2019-03-28 16:15:49,190026,Approved,1,Direct,,"On-sit service, one engineer ",,,,,,Day,Buyer_04,9132,Vendor_019,,Site_035,CLOSED,Valid,Valid,15,15,0,0,USD,17.914,15,200,3000,53742
ESCC,2019-01-15 00:00:00,2019-01-16 00:00:00,2019-03-28 16:15:49,190026,Approved,2,Direct,,Packing and transportation to Cairo Airport,,,,,,Each,Buyer_04,9132,Vendor_019,,Site_035,CLOSED,Valid,Valid,1,1,0,0,USD,17.914,1,6175,6175,110618.95
EGYLUX,2019-01-15 00:00:00,2019-01-16 00:00:00,2019-03-28 16:15:49,190026,Approved,3,Direct,,Round tickets Beijig Cairo(Back and forth),,,,,,Each,Buyer_04,9132,Vendor_019,,Site_035,CLOSED,Valid,Valid,1,1,0,0,USD,17.914,1,2800,2800,50159.2
EMAS,2019-01-15 00:00:00,2019-01-16 00:00:00,2019-03-28 16:15:49,190026,Approved,4,Direct,,"Transformer core, for transformer type ZTS-5800/11(No. 1203136",,,,,,Each,Buyer_04,9132,Vendor_019,,Site_035,CLOSED,Valid,Valid,1,1,0,0,USD,17.914,1,19000,19000,340366
EGYLUX,2019-01-15 00:00:00,,,190027,Rejected,1,Goods,4101110425,"Tube, plate, dwg.no. 10181058, type 2, item no. -22, D = 450 mm, T= 3mm, L= 2790 mm, material no. 1.0038, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,1840,3680,3680
ASF,2019-01-15 00:00:00,,,190027,Rejected,2,Goods,4101110426,"Tube, plate, dwg.no. 10181058, type 2, item no. -02, D = 315 mm, T=3 mm, L= 2580 mm, material no. 1.0038, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,1200,2400,2400
EMAS,2019-01-15 00:00:00,,,190027,Rejected,3,Goods,4101110427,"Elbow, 30 deg, D= 250 mm, T= 3 mm, dwg.no. 10181058, material 1.0038, item no. -10, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,250,500,500
EMAS,2019-01-15 00:00:00,,,190027,Rejected,4,Goods,4101110428,"Elbow, 90 deg, D= 250 mm, T= 3 mm, dwg.no. 10181058, material 1.0038, item no. -14, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,375,750,750
ASF,2019-01-15 00:00:00,,,190027,Rejected,5,Goods,4101110429,"Elbow, 45 deg, D= 250 mm, T= 3 mm, dwg.no. 10181058, material 1.0038, item no. -15, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,200,400,400
EMAS,2019-01-15 00:00:00,,,190027,Rejected,6,Goods,4101110430,"Bend, 90 deg, D= 450 mm, T= 3 mm, dwg.no. 10181058, material 1.0038, item no. -23, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,3000,3000,3000
EGYLUX,2019-01-15 00:00:00,,,190027,Rejected,7,Goods,4101110431,"Tube, steel, dwg.no. 10174031, type 1, item no. -06, DIN 2130, 193.7x4, L= 14665 mm, material no. 1.0038, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,7250,7250,7250
ESCC,2019-01-15 00:00:00,,,190027,Rejected,8,Goods,4101110432,"Tube, steel, dwg.no. 10174031, type 1, item no. -10, DIN 2130, 139.7x3, L= 21305 mm, material no. 1.0038, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,5500,5500,5500
EGYLUX,2019-01-15 00:00:00,,,190027,Rejected,9,Goods,4101110433,"Tube, plate, dwg.no. 10174031, type 2, item no. -13, D = 250 mm, T= 3mm, L= 21140 mm, material no. 1.0038, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,7740,7740,7740
ESCC,2019-01-15 00:00:00,,,190027,Rejected,10,Goods,4101110434,"Tube, plate, dwg.no. 10174031, type 2, item no. -22, D = 280 mm, T= 3mm, L= 5415 mm, material no. 1.0038, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,2775,5550,5550
ESCC,2019-01-15 00:00:00,,,190027,Rejected,11,Goods,4101110435,"Tube, plate, dwg.no. 10174031, type 2, item no. -29, D = 400 mm, T= 3mm, L= 2825 mm, material no. 1.0038, for bag filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tubes for bag filter.,,Each,Buyer_05,9056,Vendor_067,14 days,Site_057,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,1820,3640,3640
